FileName,EmoAct,EmoVal,EmoDom,SpkrID,Gender,Split_Set
MSP-IMPROV-S02A-F03-P-FM15.wav,3.6,3.4,3.8,3,Female,Train
MSP-IMPROV-S02A-F03-P-FM16.wav,2.6,3.8,2.6,3,Female,Train
MSP-IMPROV-S02A-F03-P-MF01.wav,1.8,3.2,3.4,3,Female,Train
MSP-IMPROV-S02A-F03-P-MF02.wav,2.857143,3.714286,3.571429,3,Female,Train
MSP-IMPROV-S02A-F03-P-MF03.wav,2.714286,4,3.714286,3,Female,Train
MSP-IMPROV-S02A-F03-P-MF04.wav,2.333333,4,3.5,3,Female,Train
MSP-IMPROV-S02A-F03-P-MF05.wav,3.4,4.6,3.4,3,Female,Train
MSP-IMPROV-S02A-F03-P-MF06.wav,2.666667,3.5,2.5,3,Female,Train
MSP-IMPROV-S02A-F03-P-MF07.wav,2.666667,4.5,2.666667,3,Female,Train
MSP-IMPROV-S02A-F03-P-MF08.wav,3.6,4.4,4.2,3,Female,Train
MSP-IMPROV-S02A-F03-P-MF09.wav,2,4.2,3.8,3,Female,Train
MSP-IMPROV-S02A-F03-P-MF10.wav,2.833333,3.833333,3.333333,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM01.wav,3.8,1.2,3.8,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM02.wav,3.714286,2,4,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM03.wav,3.5,1.5,3.666667,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM04.wav,3.8,2,4.2,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM05.wav,2.8,2.2,3.2,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM06.wav,3.2,1.6,3.8,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM07.wav,3.6,2.6,4,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM08.wav,2.6,2.4,3.4,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM09.wav,4,1.6,3.4,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM10.wav,3.4,1.8,4,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM11.wav,3.4,1.8,3.6,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM12.wav,3.6,1.6,3.4,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM13.wav,3.5,1.5,3.166667,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM14.wav,3,3.6,4,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM15.wav,3.4,2.6,4,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM16.wav,3.6,2,3,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM17.wav,3,1.6,3.2,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM18.wav,3.4,2.4,3.4,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM19.wav,4.2,1.8,4.2,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM20.wav,3.2,1.6,3.2,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM21.wav,3.6,1.8,4,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM22.wav,2.8,2,3.4,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM23.wav,4,2,3.571429,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM24.wav,4,1.25,4.25,3,Female,Train
MSP-IMPROV-S02A-F03-S-FM25.wav,3.666667,1.333333,3.666667,3,Female,Train
MSP-IMPROV-S02A-F03-S-MF01.wav,2.833333,2.666667,3.333333,3,Female,Train
MSP-IMPROV-S02A-F03-S-MF02.wav,2.833333,2.333333,3.333333,3,Female,Train
MSP-IMPROV-S02A-F03-S-MF03.wav,1.857143,2.571429,2.571429,3,Female,Train
MSP-IMPROV-S02A-F03-S-MF04.wav,2.666667,2.833333,2.833333,3,Female,Train
MSP-IMPROV-S02A-F03-S-MF05.wav,2.8,1.8,4.2,3,Female,Train
MSP-IMPROV-S02A-F03-S-MF06.wav,2.6,1.8,3.4,3,Female,Train
MSP-IMPROV-S02A-F03-S-MF07.wav,2.2,2.6,3,3,Female,Train
MSP-IMPROV-S02A-F03-S-MF08.wav,2.428571,2.285714,3.285714,3,Female,Train
MSP-IMPROV-S02A-F03-S-MF09.wav,3.875,3.625,3.5,3,Female,Train
MSP-IMPROV-S02A-F03-S-MF10.wav,1.857143,2.857143,2.714286,3,Female,Train
MSP-IMPROV-S02A-F03-S-MF11.wav,1.714286,2.571429,3.142857,3,Female,Train
MSP-IMPROV-S02A-F03-S-MF12.wav,3.2,2.4,3.4,3,Female,Train
MSP-IMPROV-S02A-F03-S-MF13.wav,2.8,2.4,3.4,3,Female,Train
MSP-IMPROV-S02A-F03-S-MF14.wav,3.4,2.2,3.6,3,Female,Train
MSP-IMPROV-S02A-F03-S-MF15.wav,2.6,2.4,3,3,Female,Train
MSP-IMPROV-S02A-F03-T-FM01.wav,2.969697,2.181818,3.071429,3,Female,Train
MSP-IMPROV-S02A-F03-T-FM02.wav,2.962963,1.888889,3.454545,3,Female,Train
MSP-IMPROV-S02A-F04-P-FM01.wav,1.2,3.2,3.4,4,Female,Development
MSP-IMPROV-S02A-F04-P-FM03.wav,1.2,3,2.8,4,Female,Development
MSP-IMPROV-S02A-F04-P-FM04.wav,2,3.4,3.2,4,Female,Development
MSP-IMPROV-S02A-F04-P-FM05.wav,1.6,4,3.4,4,Female,Development
MSP-IMPROV-S02A-F04-P-FM06.wav,3.125,4.875,3.5,4,Female,Development
MSP-IMPROV-S02A-F04-P-FM07.wav,3.125,4.75,3.25,4,Female,Development
MSP-IMPROV-S02A-F04-P-FM08.wav,2.2,4.4,3.6,4,Female,Development
MSP-IMPROV-S02A-F04-P-FM09.wav,2,3.833333,3,4,Female,Development
MSP-IMPROV-S02A-F04-S-FM01.wav,3.4,1.6,2.2,4,Female,Development
MSP-IMPROV-S02A-F04-S-FM02.wav,2.6,2.8,2.4,4,Female,Development
MSP-IMPROV-S02A-F04-S-FM03.wav,2.75,2.25,3,4,Female,Development
MSP-IMPROV-S02A-F04-S-FM04.wav,2.75,1.875,3,4,Female,Development
MSP-IMPROV-S02A-F04-S-MF01.wav,1.5,3.333333,2.333333,4,Female,Development
MSP-IMPROV-S02A-F04-S-MF02.wav,1.4,2.6,2.2,4,Female,Development
MSP-IMPROV-S02A-F04-T-FM01.wav,2.645161,3.258065,2.83871,4,Female,Development
MSP-IMPROV-S02A-F05-P-FM02.wav,1.6,3,2,5,Female,Test
MSP-IMPROV-S02A-F05-P-FM03.wav,1.6,3.8,2.8,5,Female,Test
MSP-IMPROV-S02A-F05-P-FM04.wav,2.6,2.6,3,5,Female,Test
MSP-IMPROV-S02A-F05-P-FM05.wav,2.333333,3.166667,2.333333,5,Female,Test
MSP-IMPROV-S02A-F05-P-MF01.wav,2.4,4.2,3.4,5,Female,Test
MSP-IMPROV-S02A-F05-S-FM01.wav,1.625,2.75,2.5,5,Female,Test
MSP-IMPROV-S02A-F05-S-FM02.wav,2.857143,2.857143,3,5,Female,Test
MSP-IMPROV-S02A-F05-S-FM03.wav,2.75,2.5,3,5,Female,Test
MSP-IMPROV-S02A-F05-S-FM04.wav,3.6,1.6,3.4,5,Female,Test
MSP-IMPROV-S02A-F05-S-FM05.wav,3,3.2,3.2,5,Female,Test
MSP-IMPROV-S02A-F05-S-MF01.wav,2.4,3,3,5,Female,Test
MSP-IMPROV-S02A-F05-S-MF02.wav,3,2.6,3.4,5,Female,Test
MSP-IMPROV-S02A-F05-S-MF03.wav,3.8,2.8,4,5,Female,Test
MSP-IMPROV-S02A-F05-S-MF04.wav,2.857143,3,2.857143,5,Female,Test
MSP-IMPROV-S02A-F05-S-MF05.wav,3.5,2.625,3.333333,5,Female,Test
MSP-IMPROV-S02A-F05-S-MF06.wav,4,2.2,3.8,5,Female,Test
MSP-IMPROV-S02A-F05-S-MF07.wav,3.2,3.4,3,5,Female,Test
MSP-IMPROV-S02A-F05-S-MF08.wav,3.5,2.125,3.375,5,Female,Test
MSP-IMPROV-S02A-F05-S-MF09.wav,3.4,3,4,5,Female,Test
MSP-IMPROV-S02A-F05-S-MF10.wav,3.2,2.4,3.2,5,Female,Test
MSP-IMPROV-S02A-F05-T-FM01.wav,3.333333,1.962963,3.666667,5,Female,Test
MSP-IMPROV-S02A-F06-P-FM01.wav,3.6,4,3.2,6,Female,Train
MSP-IMPROV-S02A-F06-P-MF01.wav,1.285714,2.857143,2.285714,6,Female,Train
MSP-IMPROV-S02A-F06-P-MF02.wav,1.2,3,2.8,6,Female,Train
MSP-IMPROV-S02A-F06-S-FM01.wav,3,2.8,3.2,6,Female,Train
MSP-IMPROV-S02A-F06-S-FM02.wav,3,2.714286,3.571429,6,Female,Train
MSP-IMPROV-S02A-F06-S-FM03.wav,3.714286,2.857143,3.142857,6,Female,Train
MSP-IMPROV-S02A-F06-S-FM04.wav,3.4,2,3.4,6,Female,Train
MSP-IMPROV-S02A-F06-S-FM05.wav,4,2.4,3.4,6,Female,Train
MSP-IMPROV-S02A-F06-S-FM06.wav,3.4,2.6,4,6,Female,Train
MSP-IMPROV-S02A-F06-S-MF01.wav,3,2.375,2.625,6,Female,Train
MSP-IMPROV-S02A-F06-S-MF02.wav,3,1.666667,3.5,6,Female,Train
MSP-IMPROV-S02A-F06-S-MF04.wav,3.2,2.2,3.4,6,Female,Train
MSP-IMPROV-S02A-F06-S-MF05.wav,2.8,2.6,3.2,6,Female,Train
MSP-IMPROV-S02A-F06-S-MF06.wav,2.8,3.4,4,6,Female,Train
MSP-IMPROV-S02A-F06-S-MF07.wav,4.4,2.2,4,6,Female,Train
MSP-IMPROV-S02A-F06-T-FM01.wav,2.806452,2.870968,3.387097,6,Female,Train
MSP-IMPROV-S02A-M01-P-FM01.wav,1.2,2.8,2.2,1,Male,Train
MSP-IMPROV-S02A-M01-P-FM02.wav,2.2,4,3,1,Male,Train
MSP-IMPROV-S02A-M01-P-MF01.wav,2,3.6,3.4,1,Male,Train
MSP-IMPROV-S02A-M01-P-MF02.wav,1.6,3.2,2.6,1,Male,Train
MSP-IMPROV-S02A-M01-P-MF03.wav,1.8,3.2,3,1,Male,Train
MSP-IMPROV-S02A-M01-S-FM01.wav,2,3.5,2.5,1,Male,Train
MSP-IMPROV-S02A-M01-S-FM02.wav,2.666667,2.222222,2.888889,1,Male,Train
MSP-IMPROV-S02A-M01-S-FM03.wav,2,2.6,2.8,1,Male,Train
MSP-IMPROV-S02A-M01-S-FM04.wav,2.6,3.4,2.8,1,Male,Train
MSP-IMPROV-S02A-M01-S-FM05.wav,2.6,3.4,3,1,Male,Train
MSP-IMPROV-S02A-M01-S-FM06.wav,2.6,2,2.6,1,Male,Train
MSP-IMPROV-S02A-M01-S-FM07.wav,3.2,2.8,3.4,1,Male,Train
MSP-IMPROV-S02A-M01-S-MF01.wav,2.8,2.8,3,1,Male,Train
MSP-IMPROV-S02A-M01-S-MF02.wav,3,2.6,3.4,1,Male,Train
MSP-IMPROV-S02A-M01-S-MF03.wav,1.8,2.4,2.2,1,Male,Train
MSP-IMPROV-S02A-M01-S-MF04.wav,2.4,3.4,2.6,1,Male,Train
MSP-IMPROV-S02A-M01-S-MF05.wav,2,2.8,2.6,1,Male,Train
MSP-IMPROV-S02A-M01-S-MF06.wav,2,2.6,2.6,1,Male,Train
MSP-IMPROV-S02A-M01-S-MF07.wav,1.8,1.8,1.8,1,Male,Train
MSP-IMPROV-S02A-M01-S-MF08.wav,1.2,3.2,3.2,1,Male,Train
MSP-IMPROV-S02A-M01-S-MF09.wav,2.4,3.6,2.8,1,Male,Train
MSP-IMPROV-S02A-M01-T-MF01.wav,2.8,2.6,3.2,1,Male,Train
MSP-IMPROV-S02A-M02-P-FM01.wav,2.8,2.4,3,2,Male,Train
MSP-IMPROV-S02A-M02-P-FM02.wav,2,3.6,3.4,2,Male,Train
MSP-IMPROV-S02A-M02-P-MF01.wav,3,2,3.8,2,Male,Train
MSP-IMPROV-S02A-M02-P-MF02.wav,2.2,3.4,3.4,2,Male,Train
MSP-IMPROV-S02A-M02-P-MF03.wav,2.8,3,2.8,2,Male,Train
MSP-IMPROV-S02A-M02-P-MF04.wav,3.6,2.2,3.6,2,Male,Train
MSP-IMPROV-S02A-M02-P-MF05.wav,2.166667,3.333333,3,2,Male,Train
MSP-IMPROV-S02A-M02-S-FM01.wav,2,2.666667,2.833333,2,Male,Train
MSP-IMPROV-S02A-M02-S-FM02.wav,1.857143,2.571429,2.285714,2,Male,Train
MSP-IMPROV-S02A-M02-S-FM03.wav,1.8,3.4,2.4,2,Male,Train
MSP-IMPROV-S02A-M02-S-FM04.wav,2,2.8,2.6,2,Male,Train
MSP-IMPROV-S02A-M02-S-FM05.wav,2.5,2.666667,2.166667,2,Male,Train
MSP-IMPROV-S02A-M02-S-FM06.wav,1.6,2.8,3,2,Male,Train
MSP-IMPROV-S02A-M02-S-MF01.wav,3,2,3.2,2,Male,Train
MSP-IMPROV-S02A-M02-T-MF01.wav,2.52381,3.285714,3.6875,2,Male,Train
MSP-IMPROV-S02A-M03-P-FM01.wav,1.6,3.8,2.8,3,Male,Train
MSP-IMPROV-S02A-M03-P-FM02.wav,2.8,4.6,3.2,3,Male,Train
MSP-IMPROV-S02A-M03-P-FM03.wav,2.2,3.2,3.8,3,Male,Train
MSP-IMPROV-S02A-M03-P-FM04.wav,2.4,4,3.2,3,Male,Train
MSP-IMPROV-S02A-M03-P-FM05.wav,2.4,4.2,3.8,3,Male,Train
MSP-IMPROV-S02A-M03-P-FM06.wav,2.8,4.2,3.6,3,Male,Train
MSP-IMPROV-S02A-M03-P-FM07.wav,2.4,3.6,2.8,3,Male,Train
MSP-IMPROV-S02A-M03-P-MF01.wav,1.8,3,3.2,3,Male,Train
MSP-IMPROV-S02A-M03-P-MF02.wav,2,4.2,3.2,3,Male,Train
MSP-IMPROV-S02A-M03-P-MF03.wav,2.2,3.8,3.2,3,Male,Train
MSP-IMPROV-S02A-M03-P-MF04.wav,2.2,4,2.6,3,Male,Train
MSP-IMPROV-S02A-M03-P-MF05.wav,2.666667,3.833333,2.833333,3,Male,Train
MSP-IMPROV-S02A-M03-P-MF06.wav,2.6,4.2,2.8,3,Male,Train
MSP-IMPROV-S02A-M03-P-MF07.wav,3,4.833333,4,3,Male,Train
MSP-IMPROV-S02A-M03-P-MF08.wav,2,3.8,3.4,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM01.wav,2.2,2.8,3.8,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM02.wav,2.6,2.8,3,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM03.wav,2,3,2.4,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM04.wav,2.4,2.6,2.8,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM05.wav,2.166667,3,3.333333,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM06.wav,2.4,3,2.6,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM07.wav,2,2.6,2.8,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM08.wav,2,3,2.8,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM09.wav,1.8,3,3.4,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM10.wav,2.8,2.8,2.8,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM11.wav,2.8,3,3.2,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM12.wav,2.4,3.2,3.4,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM13.wav,1.6,2.8,3.6,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM14.wav,2.625,2.875,2.875,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM15.wav,3,3,3.8,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM16.wav,2.333333,2.833333,3,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM17.wav,2.2,2.6,3,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM18.wav,2.285714,2.714286,3,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM19.wav,2.625,2.625,3.5,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM20.wav,2.333333,2.833333,3,3,Male,Train
MSP-IMPROV-S02A-M03-S-FM21.wav,1.833333,2.833333,2.666667,3,Male,Train
MSP-IMPROV-S02A-M03-S-MF01.wav,2.142857,2.571429,2.285714,3,Male,Train
MSP-IMPROV-S02A-M03-S-MF02.wav,2,3,3,3,Male,Train
MSP-IMPROV-S02A-M03-S-MF03.wav,1.4,2.8,3.2,3,Male,Train
MSP-IMPROV-S02A-M03-S-MF04.wav,2,3.2,2.2,3,Male,Train
MSP-IMPROV-S02A-M03-S-MF05.wav,2,2.4,3,3,Male,Train
MSP-IMPROV-S02A-M03-S-MF07.wav,2.8,2.8,2.8,3,Male,Train
MSP-IMPROV-S02A-M03-S-MF08.wav,2.4,2.2,2.6,3,Male,Train
MSP-IMPROV-S02A-M03-S-MF09.wav,1.5,2.833333,2.333333,3,Male,Train
MSP-IMPROV-S02A-M03-S-MF10.wav,2.875,2.875,3,3,Male,Train
MSP-IMPROV-S02A-M03-S-MF11.wav,1.8,3,2.6,3,Male,Train
MSP-IMPROV-S02A-M03-S-MF12.wav,2.142857,3,2.857143,3,Male,Train
MSP-IMPROV-S02A-M03-S-MF13.wav,2.555556,2.333333,2.777778,3,Male,Train
MSP-IMPROV-S02A-M03-S-MF14.wav,2.25,2.625,3.125,3,Male,Train
MSP-IMPROV-S02A-M03-S-MF15.wav,2,3,3,3,Male,Train
MSP-IMPROV-S02A-M03-S-MF16.wav,2.2,3,3.8,3,Male,Train
MSP-IMPROV-S02A-M03-T-MF01.wav,2,2.967742,3.153846,3,Male,Train
MSP-IMPROV-S02A-M04-P-FM01.wav,2.6,4.4,3,4,Male,Development
MSP-IMPROV-S02A-M04-P-FM02.wav,2,3,2.833333,4,Male,Development
MSP-IMPROV-S02A-M04-P-FM03.wav,1.4,3.2,2.8,4,Male,Development
MSP-IMPROV-S02A-M04-P-FM04.wav,1.8,2.8,2,4,Male,Development
MSP-IMPROV-S02A-M04-P-FM05.wav,2.8,2.8,2.4,4,Male,Development
MSP-IMPROV-S02A-M04-P-FM06.wav,1.8,3,3,4,Male,Development
MSP-IMPROV-S02A-M04-P-FM07.wav,1.8,3,3.2,4,Male,Development
MSP-IMPROV-S02A-M04-P-FM08.wav,2,3.333333,3,4,Male,Development
MSP-IMPROV-S02A-M04-P-FM09.wav,1.8,3.2,3,4,Male,Development
MSP-IMPROV-S02A-M04-P-FM10.wav,1.4,3.4,3.6,4,Male,Development
MSP-IMPROV-S02A-M04-P-FM11.wav,2.6,3,2.8,4,Male,Development
MSP-IMPROV-S02A-M04-P-FM12.wav,2.857143,3.571429,3.285714,4,Male,Development
MSP-IMPROV-S02A-M04-P-MF01.wav,1.6,2.6,1.8,4,Male,Development
MSP-IMPROV-S02A-M04-P-MF02.wav,2.4,3.8,3.4,4,Male,Development
MSP-IMPROV-S02A-M04-P-MF03.wav,2.5,3.2,2.8,4,Male,Development
MSP-IMPROV-S02A-M04-S-FM01.wav,2.6,3,3.6,4,Male,Development
MSP-IMPROV-S02A-M04-S-FM02.wav,3.625,3.375,2.875,4,Male,Development
MSP-IMPROV-S02A-M04-S-MF01.wav,3.2,2,3.4,4,Male,Development
MSP-IMPROV-S02A-M04-S-MF02.wav,2.666667,2.5,3.5,4,Male,Development
MSP-IMPROV-S02A-M04-S-MF03.wav,3.8,2,3.4,4,Male,Development
MSP-IMPROV-S02A-M04-S-MF04.wav,2.571429,2,3,4,Male,Development
MSP-IMPROV-S02A-M04-T-MF01.wav,3.2,3,3.4,4,Male,Development
MSP-IMPROV-S02A-M05-P-FM01.wav,1.6,2.4,3.6,5,Male,Test
MSP-IMPROV-S02A-M05-P-FM02.wav,1.8,3,2.6,5,Male,Test
MSP-IMPROV-S02A-M05-P-FM03.wav,2.2,2.6,2.4,5,Male,Test
MSP-IMPROV-S02A-M05-P-FM04.wav,1.8,3.8,3,5,Male,Test
MSP-IMPROV-S02A-M05-P-FM05.wav,1.8,3,2.4,5,Male,Test
MSP-IMPROV-S02A-M05-P-FM06.wav,1.8,3,2.4,5,Male,Test
MSP-IMPROV-S02A-M05-P-FM07.wav,3.2,4.4,3.4,5,Male,Test
MSP-IMPROV-S02A-M05-P-MF01.wav,2,2.8,2,5,Male,Test
MSP-IMPROV-S02A-M05-P-MF02.wav,3.4,4.4,4,5,Male,Test
MSP-IMPROV-S02A-M05-P-MF03.wav,3.166667,4.166667,3.5,5,Male,Test
MSP-IMPROV-S02A-M05-P-MF04.wav,3.6,3.8,3.4,5,Male,Test
MSP-IMPROV-S02A-M05-S-FM01.wav,3.4,4.6,4,5,Male,Test
MSP-IMPROV-S02A-M05-S-FM02.wav,2.571429,2.571429,3.285714,5,Male,Test
MSP-IMPROV-S02A-M05-S-FM03.wav,2.333333,2.666667,3.333333,5,Male,Test
MSP-IMPROV-S02A-M05-S-FM04.wav,2.375,2.875,2.625,5,Male,Test
MSP-IMPROV-S02A-M05-S-MF01.wav,2.6,2.2,2.6,5,Male,Test
MSP-IMPROV-S02A-M05-S-MF02.wav,3.166667,2.166667,3.833333,5,Male,Test
MSP-IMPROV-S02A-M05-S-MF03.wav,2.4,3.2,3.2,5,Male,Test
MSP-IMPROV-S02A-M05-S-MF04.wav,2.6,2.6,3,5,Male,Test
MSP-IMPROV-S02A-M05-S-MF05.wav,2.8,2.2,3,5,Male,Test
MSP-IMPROV-S02A-M05-S-MF06.wav,2.4,2.8,2.8,5,Male,Test
MSP-IMPROV-S02A-M05-S-MF07.wav,2.8,2.4,3.2,5,Male,Test
MSP-IMPROV-S02A-M05-S-MF08.wav,3,2.6,2.8,5,Male,Test
MSP-IMPROV-S02A-M05-S-MF09.wav,2,2.8,3.2,5,Male,Test
MSP-IMPROV-S02A-M05-S-MF10.wav,3,3.6,3.6,5,Male,Test
MSP-IMPROV-S02A-M05-S-MF11.wav,4,2.6,4.4,5,Male,Test
MSP-IMPROV-S02A-M05-S-MF12.wav,2.8,2.2,3.2,5,Male,Test
MSP-IMPROV-S02A-M05-T-MF01.wav,2.807692,2.692308,3.076923,5,Male,Test
MSP-IMPROV-S02A-M06-P-FM01.wav,3.666667,4.333333,4,6,Male,Train
MSP-IMPROV-S02A-M06-P-FM02.wav,2,4.2,3,6,Male,Train
MSP-IMPROV-S02A-M06-P-MF01.wav,1.4,3.2,3.2,6,Male,Train
MSP-IMPROV-S02A-M06-P-MF02.wav,2,3.6,2.2,6,Male,Train
MSP-IMPROV-S02A-M06-P-MF03.wav,2.2,3,2.8,6,Male,Train
MSP-IMPROV-S02A-M06-P-MF04.wav,1.8,3.2,2.8,6,Male,Train
MSP-IMPROV-S02A-M06-P-MF05.wav,2,2.6,2.4,6,Male,Train
MSP-IMPROV-S02A-M06-P-MF06.wav,2.4,3.4,3.8,6,Male,Train
MSP-IMPROV-S02A-M06-P-MF07.wav,2,3.6,3.4,6,Male,Train
MSP-IMPROV-S02A-M06-P-MF08.wav,2.333333,4.5,4.166667,6,Male,Train
MSP-IMPROV-S02A-M06-S-FM01.wav,2.8,4.2,4,6,Male,Train
MSP-IMPROV-S02A-M06-S-FM02.wav,2,4,3,6,Male,Train
MSP-IMPROV-S02A-M06-S-FM03.wav,2.857143,3.428571,3.428571,6,Male,Train
MSP-IMPROV-S02A-M06-S-FM04.wav,2.4,3.4,3.2,6,Male,Train
MSP-IMPROV-S02A-M06-S-FM05.wav,2.142857,2.857143,2.428571,6,Male,Train
MSP-IMPROV-S02A-M06-S-FM06.wav,2.166667,3,3,6,Male,Train
MSP-IMPROV-S02A-M06-S-FM07.wav,2.8,3.8,3.2,6,Male,Train
MSP-IMPROV-S02A-M06-S-MF01.wav,2.875,2.375,3.333333,6,Male,Train
MSP-IMPROV-S02A-M06-S-MF02.wav,2.2,3.4,3.8,6,Male,Train
MSP-IMPROV-S02A-M06-S-MF03.wav,3.4,3.2,3.6,6,Male,Train
MSP-IMPROV-S02A-M06-S-MF04.wav,3,2.2,3.4,6,Male,Train
MSP-IMPROV-S02A-M06-S-MF05.wav,2.375,2.5,2.375,6,Male,Train
MSP-IMPROV-S02A-M06-S-MF06.wav,3.2,2.2,3.6,6,Male,Train
MSP-IMPROV-S02A-M06-S-MF07.wav,2.833333,3,3.5,6,Male,Train
MSP-IMPROV-S02A-M06-S-MF08.wav,3.2,3.2,4.2,6,Male,Train
MSP-IMPROV-S02A-M06-T-MF01.wav,3.382353,2.382353,3.588235,6,Male,Train
MSP-IMPROV-S02H-F01-P-FM01.wav,1.833333,3.333333,2.5,1,Female,Train
MSP-IMPROV-S02H-F01-P-FM02.wav,1.6,3.4,2.2,1,Female,Train
MSP-IMPROV-S02H-F01-S-FM01.wav,3.8,4.6,3.8,1,Female,Train
MSP-IMPROV-S02H-F01-S-FM02.wav,2,3.4,2.8,1,Female,Train
MSP-IMPROV-S02H-F01-S-FM03.wav,3.8,4.2,3.4,1,Female,Train
MSP-IMPROV-S02H-F01-S-MF01.wav,4.2,4.8,4.4,1,Female,Train
MSP-IMPROV-S02H-F01-S-MF02.wav,3.666667,4.5,3.5,1,Female,Train
MSP-IMPROV-S02H-F01-S-MF03.wav,2.2,2.6,3,1,Female,Train
MSP-IMPROV-S02H-F01-S-MF04.wav,3.2,4.2,3.8,1,Female,Train
MSP-IMPROV-S02H-F01-T-FM01.wav,2.571429,3.685714,3.266667,1,Female,Train
MSP-IMPROV-S02H-F02-P-MF01.wav,2,3,2.666667,2,Female,Train
MSP-IMPROV-S02H-F02-S-FM01.wav,2.666667,4,3,2,Female,Train
MSP-IMPROV-S02H-F02-S-FM02.wav,2,3.8,3.2,2,Female,Train
MSP-IMPROV-S02H-F02-S-MF01.wav,3.333333,3.5,3.333333,2,Female,Train
MSP-IMPROV-S02H-F02-S-MF02.wav,2,3.8,2.4,2,Female,Train
MSP-IMPROV-S02H-F02-T-FM01.wav,2.208333,3.958333,3.315789,2,Female,Train
MSP-IMPROV-S02H-F03-P-FM01.wav,2.8,4.2,3.2,3,Female,Train
MSP-IMPROV-S02H-F03-P-FM02.wav,2.4,3.8,3.2,3,Female,Train
MSP-IMPROV-S02H-F03-P-FM03.wav,4.666667,4.5,4.666667,3,Female,Train
MSP-IMPROV-S02H-F03-P-FM04.wav,3.4,4,2.8,3,Female,Train
MSP-IMPROV-S02H-F03-P-MF01.wav,2.8,3.6,3.2,3,Female,Train
MSP-IMPROV-S02H-F03-P-MF02.wav,1.833333,4,3.166667,3,Female,Train
MSP-IMPROV-S02H-F03-P-MF03.wav,2.2,3.6,3.2,3,Female,Train
MSP-IMPROV-S02H-F03-P-MF04.wav,2.2,3.6,3.2,3,Female,Train
MSP-IMPROV-S02H-F03-P-MF05.wav,2.4,3,3.2,3,Female,Train
MSP-IMPROV-S02H-F03-P-MF06.wav,2.6,4.2,3.6,3,Female,Train
MSP-IMPROV-S02H-F03-P-MF07.wav,3.2,4.6,3.6,3,Female,Train
MSP-IMPROV-S02H-F03-P-MF08.wav,3,4.333333,3.833333,3,Female,Train
MSP-IMPROV-S02H-F03-S-FM01.wav,3.8,4.6,3.8,3,Female,Train
MSP-IMPROV-S02H-F03-S-FM02.wav,3.2,4.2,3.6,3,Female,Train
MSP-IMPROV-S02H-F03-S-FM03.wav,3,3.666667,3.5,3,Female,Train
MSP-IMPROV-S02H-F03-S-FM04.wav,2.8,2.2,3,3,Female,Train
MSP-IMPROV-S02H-F03-S-FM05.wav,4.2,4.6,3.4,3,Female,Train
MSP-IMPROV-S02H-F03-S-FM06.wav,3,4.166667,3.5,3,Female,Train
MSP-IMPROV-S02H-F03-S-FM07.wav,3.5,3.666667,3.5,3,Female,Train
MSP-IMPROV-S02H-F03-S-FM08.wav,2.6,3.2,2.8,3,Female,Train
